YearOfObservation,Insured_Period,Residential,BPainted=N,BPainted=V,BFenced=N,BFenced=V,Garden=O,Garden=V,Settlement=R,Settlement=U,Building Dimension,Fire_resistive,Non_combustible,Ordinary,Wood_framed,NumberOfWindows,Claim
2013.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.2130894893660742,0.0,1.0,0.0,0.0,0,oui
2014.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.09226343367923559,1.0,0.0,0.0,0.0,0,non
2015.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.2052810027740676,0.0,1.0,0.0,0.0,0,non
2014.0,0.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.21637727319428748,0.0,0.0,0.0,1.0,0,non
2013.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.10870235282030206,0.0,1.0,0.0,0.0,0,non
2012.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.9861296619747252,0.0,1.0,0.0,0.0,0,non
2012.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.9861296619747252,0.0,0.0,1.0,0.0,0,oui
2016.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.1812390835302579,1.0,0.0,0.0,0.0,0,non
2012.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.05527586561183603,1.0,0.0,0.0,0.0,0,non
2013.0,0.5,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.2258296517004007,0.0,0.0,1.0,0.0,0,oui
2014.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.24144662488441387,0.0,0.0,1.0,0.0,0,non
2016.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.2437069762663105,0.0,1.0,0.0,0.0,0,non
2015.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.2463783006267338,0.0,1.0,0.0,0.0,0,non
2012.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.07171478475290251,0.0,1.0,0.0,0.0,0,oui
2012.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.7148874961471283,0.0,0.0,0.0,1.0,0,oui
2013.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.1082913798417754,0.0,1.0,0.0,0.0,0,non
2016.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.15390938045823488,0.0,1.0,0.0,0.0,0,non
2014.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.4929620877427309,1.0,0.0,0.0,0.0,0,non
2013.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.3550806534470359,0.0,1.0,0.0,0.0,0,non
2013.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.13336073153190178,0.0,1.0,0.0,0.0,0,non
2012.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,oui
2013.0,0.5,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.8217404705640604,0.0,1.0,0.0,0.0,0,non
2013.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.2977499229425665,0.0,1.0,0.0,0.0,0,non
2012.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.23918627350251723,0.0,1.0,0.0,0.0,0,non
2015.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5104284393301141,1.0,0.0,0.0,0.0,0,oui
2016.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.4958388985924176,0.0,1.0,0.0,0.0,0,non
2016.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.1547313264152882,1.0,0.0,0.0,0.0,0,non
2016.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.20569197575259426,1.0,0.0,0.0,0.0,0,non
2016.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.18226651597657456,0.0,1.0,0.0,0.0,0,non
2013.0,0.5,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.08198910921606904,0.0,1.0,0.0,0.0,0,non
2016.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,non
2016.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.3080242474057331,1.0,0.0,0.0,0.0,0,non
2016.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.630227062570636,0.0,1.0,0.0,0.0,0,non
2012.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.8468098222541868,0.0,1.0,0.0,0.0,0,oui
2016.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0018493784033699783,0.0,1.0,0.0,0.0,0,non
2012.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.10870235282030206,1.0,0.0,0.0,0.0,0,oui
2012.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.10253775814240214,0.0,0.0,1.0,0.0,0,non
2014.0,0.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.40193157299907534,0.0,1.0,0.0,0.0,0,non
2014.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.2802835713551834,0.0,0.0,0.0,1.0,0,non
2014.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.09226343367923559,0.0,1.0,0.0,0.0,0,non
2012.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.3624781670605158,0.0,0.0,0.0,1.0,0,non
2014.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.32857289633206616,0.0,0.0,1.0,0.0,0,non
2013.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.08609883900133566,1.0,0.0,0.0,0.0,0,non
2013.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.2977499229425665,0.0,1.0,0.0,0.0,0,non
2013.0,0.5,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.4666598171170246,0.0,0.0,1.0,0.0,0,non
2012.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.06965991986026919,0.0,0.0,0.0,1.0,0,non
2016.0,0.5,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.17445802938456798,0.0,0.0,0.0,1.0,0,non
2014.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.21637727319428748,0.0,1.0,0.0,0.0,0,non
2016.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.45186478989006473,0.0,1.0,0.0,0.0,0,oui
2013.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.29261276071098324,0.0,1.0,0.0,0.0,0,non
2012.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.021370594883386416,0.0,1.0,0.0,0.0,0,non
2016.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.03883694647076955,0.0,1.0,0.0,0.0,0,non
2012.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.2258296517004007,0.0,1.0,0.0,0.0,0,non
2012.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.2463783006267338,0.0,1.0,0.0,0.0,0,oui
2016.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.8098222541867872,0.0,1.0,0.0,0.0,0,non
2012.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5192643583684373,0.0,1.0,0.0,0.0,0,non
2014.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.07171478475290251,0.0,1.0,0.0,0.0,0,non
2012.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.2730915442309668,0.0,1.0,0.0,0.0,0,non
2015.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.14774478578033495,0.0,1.0,0.0,0.0,0,non
2015.0,0.5,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.42597349224288505,0.0,1.0,0.0,0.0,0,non
2016.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5089900339052708,1.0,0.0,0.0,0.0,0,oui
2013.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.6368026302270626,1.0,0.0,0.0,0.0,0,oui
2015.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.36967019418473235,1.0,0.0,0.0,0.0,0,non
2013.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.11281208260556869,0.0,1.0,0.0,0.0,0,non
2014.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.2463783006267338,0.0,1.0,0.0,0.0,0,non
2016.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.14363505599506834,0.0,1.0,0.0,0.0,0,non
2012.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.09534573101818555,0.0,1.0,0.0,0.0,0,non
2013.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.12308640706873523,1.0,0.0,0.0,0.0,0,non
2013.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.2463783006267338,1.0,0.0,0.0,0.0,0,non
2012.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.10870235282030206,0.0,1.0,0.0,0.0,0,non
2014.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.08281105517312237,0.0,0.0,0.0,1.0,0,non
2012.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.13027843419295182,1.0,0.0,0.0,0.0,0,non
2015.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.20322613788143432,0.0,0.0,0.0,1.0,0,non
2013.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.3783006267337923,0.0,0.0,0.0,1.0,0,non
2014.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.2052810027740676,0.0,0.0,0.0,1.0,0,oui
2013.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.10459262303503546,0.0,0.0,0.0,1.0,0,non
2014.0,0.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.13336073153190178,0.0,0.0,1.0,0.0,0,non
2013.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.13253878557484847,0.0,1.0,0.0,0.0,0,oui
2012.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,oui
2014.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.07993424432343574,0.0,1.0,0.0,0.0,0,non
2013.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.2463783006267338,1.0,0.0,0.0,0.0,0,non
2012.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.29261276071098324,0.0,1.0,0.0,0.0,0,non
2014.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.046439946573512796,1.0,0.0,0.0,0.0,0,non
2014.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.28850303092571666,1.0,0.0,0.0,0.0,0,non
2012.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.09842802835713553,0.0,1.0,0.0,0.0,0,non
2012.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.13459365046748176,0.0,0.0,0.0,1.0,0,non
2013.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5248124935785472,1.0,0.0,0.0,0.0,0,non
2014.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,non
2016.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.03883694647076955,0.0,0.0,1.0,0.0,0,non
2016.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.21103462447344087,0.0,1.0,0.0,0.0,0,non
2015.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.8196856056714271,1.0,0.0,0.0,0.0,0,non
2013.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.6162539813007295,0.0,0.0,1.0,0.0,0,oui
2016.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.41076749203739854,1.0,0.0,0.0,0.0,0,non
2013.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.09637316346450221,0.0,1.0,0.0,0.0,0,non
2014.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.6382410356519059,1.0,0.0,0.0,0.0,0,non
2015.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.13336073153190178,1.0,0.0,0.0,0.0,0,non
2015.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.13336073153190178,1.0,0.0,0.0,0.0,0,non
2012.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.40665776225213196,0.0,1.0,0.0,0.0,0,non
2015.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.1467173533340183,0.0,0.0,1.0,0.0,0,non
2013.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.07048186581732252,0.0,1.0,0.0,0.0,0,non
2013.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.23096681393198398,0.0,1.0,0.0,0.0,0,oui
2013.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.09740059591081887,0.0,1.0,0.0,0.0,0,non
2012.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.13849789376348506,0.0,0.0,1.0,0.0,0,non
2015.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,non
2013.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.7167368745504983,0.0,1.0,0.0,0.0,0,non
2015.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.06657762252131923,0.0,0.0,0.0,1.0,0,non
2015.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.18165005650878455,0.0,1.0,0.0,0.0,0,non
2014.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,non
2013.0,0.5,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.2330216788246173,0.0,0.0,1.0,0.0,0,non
2016.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.08198910921606904,0.0,0.0,1.0,0.0,0,non
2012.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.9103051474365561,0.0,1.0,0.0,0.0,0,oui
2014.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.460084249460598,1.0,0.0,0.0,0.0,0,non
2015.0,0.5,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.4929620877427309,0.0,1.0,0.0,0.0,0,non
2014.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.3598068427000925,0.0,0.0,1.0,0.0,0,oui
2015.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.2977499229425665,0.0,0.0,1.0,0.0,0,non
2013.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.31316140963731637,1.0,0.0,0.0,0.0,0,non
2013.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.10253775814240214,0.0,1.0,0.0,0.0,0,non
2014.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.4089181136340286,0.0,1.0,0.0,0.0,0,oui
2014.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.07787937943080243,0.0,1.0,0.0,0.0,0,non
2012.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.11075721771293538,0.0,0.0,1.0,0.0,0,non
2012.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.3080242474057331,0.0,1.0,0.0,0.0,0,non
2013.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.4621391143532313,1.0,0.0,0.0,0.0,0,non
2013.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.1641837049214014,1.0,0.0,0.0,0.0,0,non
2013.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.12103154217610193,0.0,0.0,1.0,0.0,0,oui
2013.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.22993938148566734,1.0,0.0,0.0,0.0,0,non
2013.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.10664748792766876,1.0,0.0,0.0,0.0,0,non
2013.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.7806431727113943,0.0,1.0,0.0,0.0,0,non
2013.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.2422685708414672,0.0,0.0,1.0,0.0,0,non
2016.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.09226343367923559,0.0,1.0,0.0,0.0,0,oui
2014.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.12308640706873523,1.0,0.0,0.0,0.0,0,non
2012.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.12308640706873523,0.0,1.0,0.0,0.0,0,non
2013.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.1627452994965581,0.0,0.0,0.0,1.0,0,non
2015.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.23343265180314396,0.0,1.0,0.0,0.0,0,oui
2012.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.13048392068221515,0.0,0.0,1.0,0.0,0,non
2013.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.07993424432343574,1.0,0.0,0.0,0.0,0,non
2012.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.2463783006267338,0.0,0.0,1.0,0.0,0,non
2014.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.2052810027740676,0.0,0.0,1.0,0.0,0,non
2012.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.13336073153190178,0.0,1.0,0.0,0.0,0,non
2014.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.14774478578033495,0.0,1.0,0.0,0.0,0,non
2012.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.12308640706873523,0.0,1.0,0.0,0.0,0,non
2016.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.43542587074899824,1.0,0.0,0.0,0.0,0,non
2016.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.3388472207952327,0.0,1.0,0.0,0.0,0,non
2013.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.21062365149491422,0.0,0.0,1.0,0.0,0,oui
2013.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.27720127401623346,0.0,0.0,0.0,1.0,0,non
2012.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.27720127401623346,1.0,0.0,0.0,0.0,0,non
2013.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.08609883900133566,0.0,1.0,0.0,0.0,0,non
2013.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.10253775814240214,0.0,1.0,0.0,0.0,0,non
2013.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.16747148874961473,0.0,1.0,0.0,0.0,0,non
2015.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.051166135826569405,0.0,0.0,0.0,1.0,0,non
2016.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.34953251823692594,1.0,0.0,0.0,0.0,0,non
2013.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.3080242474057331,0.0,1.0,0.0,0.0,0,non
2012.0,0.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.14055275865611835,0.0,0.0,0.0,1.0,0,oui
2013.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.09020856878660229,0.0,1.0,0.0,0.0,0,non
2016.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.9378403369978424,0.0,0.0,0.0,1.0,0,non
2012.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.1082913798417754,1.0,0.0,0.0,0.0,0,non
2015.0,0.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.28994143635055997,0.0,0.0,1.0,0.0,0,non
2012.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.12103154217610193,0.0,0.0,1.0,0.0,0,non
2012.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.4343984383026816,1.0,0.0,0.0,0.0,0,non
2012.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.2052810027740676,0.0,0.0,1.0,0.0,0,non
2014.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.40789068118771193,1.0,0.0,0.0,0.0,0,non
2013.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.06965991986026919,0.0,1.0,0.0,0.0,0,non
2014.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.14692283982328164,0.0,1.0,0.0,0.0,0,oui
2013.0,0.5,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.25480324668653037,0.0,1.0,0.0,0.0,0,non
2012.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.40789068118771193,1.0,0.0,0.0,0.0,0,non
2012.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.4025480324668653,1.0,0.0,0.0,0.0,0,non
2012.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.1847323538477345,0.0,0.0,1.0,0.0,0,non
2015.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.04089181136340286,0.0,1.0,0.0,0.0,0,non
2013.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.7989314702558307,0.0,0.0,0.0,1.0,0,non
2013.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.2052810027740676,0.0,1.0,0.0,0.0,0,oui
2012.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.3080242474057331,1.0,0.0,0.0,0.0,0,non
2016.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.16952635364224802,0.0,0.0,0.0,1.0,0,non
2012.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.11692181239083531,0.0,0.0,0.0,1.0,0,non
2015.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.02034316243706976,0.0,1.0,0.0,0.0,0,non
2013.0,0.5,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.835713551833967,0.0,0.0,1.0,0.0,0,oui
2012.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.11897667728346861,0.0,1.0,0.0,0.0,0,oui
2013.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.8217404705640604,0.0,1.0,0.0,0.0,0,oui
2012.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.06267337922531593,1.0,0.0,0.0,0.0,0,non
2016.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.04089181136340286,0.0,1.0,0.0,0.0,0,non
2014.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.11938765026199528,1.0,0.0,0.0,0.0,0,non
2013.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.4148772218226652,1.0,0.0,0.0,0.0,0,non
2013.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,oui
2014.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.2720641117846502,0.0,0.0,0.0,1.0,0,oui
2014.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.005959108188636598,0.0,1.0,0.0,0.0,0,non
2013.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.2669269495530669,0.0,1.0,0.0,0.0,0,non
2013.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.3100791122983664,0.0,1.0,0.0,0.0,0,non
2012.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.8422891194903935,0.0,1.0,0.0,0.0,0,oui
2012.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.1641837049214014,0.0,0.0,0.0,1.0,0,non
